shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5401,46.19256237936747,6.138056300230983,22,0
5401,46.19027900604974,6.133612424998611,23,0
5401,46.18883774253454,6.130772981054351,24,0
5401,46.18755471823786,6.126895136430671,25,0
5401,46.18796384433092,6.124619848186217,26,0
5402,46.18796384433092,6.124619848186217,1,0
5402,46.18756388674196,6.127627832710648,2,0
5402,46.18902548399598,6.131229344934368,3,0
5402,46.19047685577055,6.134080952521848,4,0
5402,46.19275145307322,6.138496522687998,5,0
5402,46.19481011583515,6.141224713052932,6,0
5402,46.19808299652613,6.142756854563235,7,0
5402,46.20098256311769,6.143821806208893,8,0
5402,46.20366893141041,6.144627375140123,9,0
5402,46.20304373615029,6.147343362552253,10,0
5402,46.20173881108587,6.15281377442661,11,0
5402,46.20100155558088,6.15644133357351,12,0
5402,46.2005587984395,6.158764196182243,13,0
5402,46.20007938259335,6.164856841891065,14,0
5402,46.20001793362316,6.168639700219437,15,0
5402,46.19955352783145,6.174857720956006,16,0
5402,46.19882615554657,6.180614266096952,17,0
5402,46.19822837477555,6.18591419585526,18,0
5402,46.19537258295394,6.192501486176626,19,0
5402,46.19393164995211,6.196608770899646,20,0
5402,46.19324213224591,6.200676035908541,21,0
5402,46.1923515567587,6.206426817105636,22,0
5402,46.19159917081204,6.211616638590042,23,0
5402,46.19135771788874,6.216783937222989,24,0
5402,46.19251636408195,6.223446711833327,25,0
5402,46.19433397981612,6.231374332929987,26,0
6246,46.23331531164356,6.0559993810326,1,0
6246,46.23205856311964,6.060431430683186,2,0
6246,46.23009142121187,6.067489641335137,3,0
6246,46.22875337917035,6.072277601300301,4,0
6246,46.22704981128796,6.078515485510847,5,0
6246,46.22560054741888,6.08384086315009,6,0
6246,46.22188295681833,6.0975305566617,7,0
6246,46.21959256542977,6.105855410258146,8,0
6246,46.21824067302673,6.111091556603308,9,0
6246,46.21623983863211,6.118480047486059,10,0
6246,46.21494587804884,6.125408042792399,11,0
6246,46.21326653096675,6.130477657957985,12,0
6246,46.21157654390269,6.134065660254501,13,0
6246,46.20968633298688,6.138511777430659,14,0
6246,46.20961912715701,6.141807511122387,15,0
6246,46.20726297884896,6.142035739379848,16,0
6246,46.20451915148434,6.143467973238773,17,0
6246,46.20069761160391,6.143344085119896,18,0
6246,46.19763863270259,6.142983950159131,19,0
6246,46.19461002020324,6.143451516959797,20,0
6246,46.19175824775381,6.143844567171365,21,0
6246,46.18865966346167,6.142924076732257,22,0
6246,46.18673515288444,6.140106510311127,23,0
6246,46.18433800305528,6.140410823492896,24,0
6246,46.18108319868086,6.140726343081005,25,0
6246,46.17967726608864,6.138114016580706,26,0
6246,46.17584173022146,6.132206956639749,27,0
6246,46.17357050153128,6.129436640413845,28,0
6246,46.17145827906936,6.125221337000758,29,0
6246,46.1729163932,6.123576335521848,30,0
6245,46.17247269994338,6.123659423894682,1,0
6245,46.17162342947366,6.125615978779363,2,0
6245,46.17392023082867,6.12975411226585,3,0
6245,46.17607374707048,6.132622957616611,4,0
6245,46.17984222207618,6.138561741581792,5,0
6245,46.1814779308549,6.14093352841588,6,0
6245,46.18388989665364,6.140772382072952,7,0
6245,46.18699316903546,6.140773850811489,8,0
6245,46.18914450926777,6.143125504002974,9,0
6245,46.19224165247825,6.143909543346578,10,0
6245,46.19499660293683,6.143414056961679,11,0
6245,46.19809947140938,6.143035615596742,12,0
6245,46.20098256311769,6.143821806208893,13,0
6245,46.2048626076406,6.143444023611796,14,0
6245,46.20762027410292,6.142272466007669,15,0
6245,46.20993606458661,6.141393208040658,16,0
6245,46.21001856722019,6.137844485080415,17,0
6245,46.21192043168193,6.133385256567137,18,0
6245,46.21360608521408,6.129870922890682,19,0
6245,46.21506551238446,6.12496677376173,20,0
6245,46.21651714852091,6.11775599743383,21,0
6245,46.2185638920224,6.110246312066378,22,0
6245,46.2198641943349,6.105203704764158,23,0
6245,46.22216384843913,6.096845693546182,24,0
6245,46.22583337173368,6.083285197328557,25,0
6245,46.22725059496606,6.078016310160214,26,0
6245,46.22875337917035,6.072277601300301,27,0
6245,46.23009142121187,6.067489641335137,28,0
6245,46.23205856311964,6.060431430683186,29,0
6245,46.2335634607098,6.05525160740808,30,0
7260,46.2310284259444,6.109596836957439,1,0
7260,46.22930180341905,6.10648461908403,2,0
7260,46.22850369299647,6.104007635337402,3,0
7260,46.22447485875119,6.107870132958551,4,0
7260,46.22128906786409,6.112059746293848,5,0
7260,46.21958723112776,6.114234586869123,6,0
7260,46.216828988882746,6.117212056675112,7,0
7260,46.2130721215977,6.119360710515259,8,0
7260,46.20898548232296,6.122673295060365,9,0
7260,46.20832310563671,6.128171689494803,10,0
7260,46.20868711233658,6.13157484755565,11,0
7260,46.20847972540137,6.135802447587005,12,0
7260,46.20895518788728,6.139723080594099,13,0
7260,46.20752291318681,6.142315622715867,14,0
7260,46.20366893141041,6.144627375140123,15,0
7260,46.20304373615029,6.147343362552253,16,0
7260,46.20167026434397,6.15279829932339,17,0
7701,46.20146093820839,6.153440757894119,1,0
7701,46.20255449569956,6.15543771820053,2,0
7701,46.20334263623531,6.151609131969144,3,0
7701,46.20398032805134,6.148573136361185,4,0
7701,46.20504347161101,6.142983732869635,5,0
7701,46.20752291318681,6.142315622715867,6,0
7701,46.20885766870214,6.140234087657835,7,0
7701,46.20849407790298,6.135458395790713,8,0
7701,46.20883926046676,6.131535283399853,9,0
7701,46.20848523860381,6.127880812882191,10,0
7701,46.20906930146377,6.122841532490707,11,0
7701,46.2135967218507,6.119044872045793,12,0
7701,46.2166535930288,6.117935836131804,13,0
7701,46.21981541687215,6.114273017706697,14,0
7701,46.22191751552357,6.11126018275272,15,0
7701,46.2247309617702,6.107714532187731,16,0
7701,46.22850369299647,6.104007635337402,17,0
7701,46.22930180341905,6.10648461908403,18,0
7701,46.2310284259444,6.109596836957439,19,0
8213,46.22318949612346,6.14862827548157,1,0
8213,46.22346910429029,6.144718787238152,2,0
8213,46.22267971153196,6.138201517738687,3,0
8213,46.22028701779432,6.13568357641173,4,0
8213,46.21898571437969,6.134049826122316,5,0
8213,46.21555437598162,6.130519679178957,6,0
8213,46.21344705118752,6.129092014171885,7,0
8213,46.21074978764649,6.127036966533029,8,0
8213,46.20764381848002,6.127200910503424,9,0
8213,46.20469358901693,6.127985990939709,10,0
8213,46.20533187508781,6.132305296850464,11,0
8213,46.20397399253628,6.132214514082745,12,0
8213,46.20067478333893,6.12947646349841,13,0
8213,46.19578791875902,6.129300952522613,14,0
8213,46.19274776547043,6.134418429401483,15,0
8213,46.19065719808631,6.136706527572893,16,0
8213,46.18832635999982,6.136711526136283,17,0
8213,46.18488724161264,6.135506540542325,18,0
8213,46.18351892591593,6.135861919758234,19,0
8213,46.18327369696385,6.140982706247208,20,0
8213,46.18243960515282,6.143809245790397,21,0
8213,46.18443206008126,6.14586866761216,22,0
8213,46.18450326070794,6.15033836109712,23,0
8213,46.18192506465196,6.157046268835025,24,0
8213,46.1870704131355,6.158676807324879,25,0
8213,46.1901794997045,6.161707662191431,26,0
8213,46.19188611049306,6.163628433001038,27,0
8213,46.19535555074369,6.165641150775993,28,0
8213,46.19970280115143,6.167411688432947,29,0
8213,46.20046045740681,6.165618473780286,30,0
8215,46.20046045740681,6.165618473780286,1,0
8215,46.1994044280446,6.167328159346655,2,0
8215,46.19533748756518,6.165440953596726,3,0
8215,46.19207751376292,6.163597573847366,4,0
8215,46.18981193624062,6.160977262516634,5,0
8215,46.18724000083334,6.158589997513,6,0
8215,46.18230156020495,6.156704975630585,7,0
8215,46.18474416984699,6.149778635168808,8,0
8215,46.18532231243538,6.145376578905142,9,0
8215,46.18674967309298,6.139901653398002,10,0
8215,46.18365018924395,6.135854322403899,11,0
8215,46.18574172126132,6.135849018894578,12,0
8215,46.18903238957397,6.136933701000872,13,0
8215,46.19067803623705,6.135320118726593,14,0
8215,46.19364817934551,6.133429332258425,15,0
8215,46.19590179908589,6.129389238537337,16,0
8215,46.20101292239657,6.12999969497735,17,0
8215,46.20395737699617,6.132481106019366,18,0
8215,46.20596400622478,6.131953237796778,19,0
8215,46.20774177437614,6.127352853880157,20,0
8215,46.21172286874324,6.127530573455593,21,0
8215,46.2139874326999,6.130004144912192,22,0
8215,46.2162388099805,6.131085503533287,23,0
8215,46.21902551797091,6.134259252659049,24,0
8215,46.22100906416442,6.136815078397036,25,0
8215,46.22268679602428,6.13971783880786,26,0
8215,46.22340479191156,6.144750151631552,27,0
8215,46.22318949612346,6.14862827548157,28,0
9507,46.21254236335029,6.078654196420195,1,0
9507,46.21523857589138,6.082037334578828,2,0
9507,46.2164014223958,6.085837855638483,3,0
9507,46.21785348203601,6.088620892150509,4,0
9507,46.21902660786054,6.0928023378712,5,0
9507,46.21333729689811,6.103364014834476,6,0
9507,46.21193743865929,6.106031944451943,7,0
9507,46.2111368593953,6.112626518736923,8,0
9507,46.21011459805968,6.117252751977495,9,0
9507,46.20898548232296,6.122673295060365,10,0
9507,46.20832310563671,6.128171689494803,11,0
9507,46.20868711233658,6.13157484755565,12,0
9507,46.20847972540137,6.135802447587005,13,0
9507,46.20895518788728,6.139723080594099,14,0
9507,46.20726898029255,6.14193558071023,15,0
9507,46.20425009756881,6.142138283039127,16,0
9507,46.20211073218921,6.14178839293147,17,0
9507,46.20144649781676,6.139502843286041,18,0
9507,46.19791815417842,6.136414471594319,19,0
9507,46.19986237535497,6.132646796307661,20,0
9507,46.20042722234539,6.129936843195076,21,0
9507,46.19530276622101,6.122713362723672,22,0
9507,46.19650507543456,6.118130459415572,23,0
9507,46.197089,6.115143,24,0
9507,46.19479189639967,6.113152086709004,25,0
9507,46.19354299107025,6.107225116269881,26,0
9507,46.19212725209879,6.103203921193638,27,0
9507,46.19111194509134,6.100122388192008,28,0
9507,46.18834879684124,6.099917029133094,29,0
9355,46.18834879684124,6.099917029133094,1,0
9355,46.18928013954091,6.101563117866637,2,0
9355,46.19120179070897,6.100917252033173,3,0
9355,46.19201891391449,6.103388051346887,4,0
9355,46.19366864953065,6.107827637581765,5,0
9355,46.19473310887122,6.113445518057368,6,0
9355,46.197053,6.115573,7,0
9355,46.1964578987958,6.117699685885635,8,0
9355,46.19572597256555,6.121795981538023,9,0
9355,46.20031191615576,6.129435397530614,10,0
9355,46.19935587249046,6.133366015458821,11,0
9355,46.19784543905223,6.136054215317025,12,0
9355,46.19978607052472,6.137597014218637,13,0
9355,46.20130048883814,6.139943543641046,14,0
9355,46.20232488429371,6.141876973518865,15,0
9355,46.20504347161101,6.142983732869635,16,0
9355,46.20752291318681,6.142315622715867,17,0
9355,46.20885766870214,6.140234087657835,18,0
9355,46.20849407790298,6.135458395790713,19,0
9355,46.20883926046676,6.131535283399853,20,0
9355,46.20848523860381,6.127880812882191,21,0
9355,46.20906930146377,6.122841532490707,22,0
9355,46.21025414497193,6.117269026996197,23,0
9355,46.21128430330993,6.112857457304687,24,0
9355,46.21251982611981,6.104914924872135,25,0
9355,46.21398681153378,6.102799782554226,26,0
9355,46.21905887053026,6.092611975655669,27,0
9355,46.21775977213144,6.088407577727917,28,0
9355,46.21672881346799,6.085447352638269,29,0
9355,46.21523857589138,6.082037334578828,30,0
9355,46.21254236335029,6.078654196420195,31,0
10488,46.22335526826555,6.147436576302439,1,0
10488,46.22035481633612,6.149683565867457,2,0
10488,46.21678585048786,6.150954283509607,3,0
10488,46.21351041957738,6.150426398503849,4,0
10488,46.21182055335117,6.149458177186087,5,0
10488,46.21029328506662,6.148390267572453,6,0
10488,46.20905612073045,6.147194490226451,7,0
10488,46.20993174991873,6.143019520472881,8,0
10488,46.20717585149703,6.13951833349933,9,0
10488,46.20366873256722,6.139861664966473,10,0
10488,46.20077121993865,6.139979540285331,11,0
10488,46.19754882868114,6.139347010129806,12,0
10488,46.19507658037962,6.143254157773828,13,0
10488,46.19556363999293,6.147188114226145,14,0
10488,46.19468148455503,6.148902816715446,15,0
10488,46.19508415243954,6.151145506273297,16,0
10488,46.19451213910595,6.154713654864082,17,0
10488,46.19633140758765,6.156340378604966,18,0
10488,46.19860180519633,6.157336597765221,19,0
10488,46.20092193782595,6.155745348735152,20,0
10488,46.20167468075043,6.162273465942985,21,0
10488,46.20298959885464,6.166382769045522,22,0
10488,46.20293658132137,6.170073769243639,23,0
10488,46.20384501429491,6.175237321873333,24,0
10488,46.20592604595161,6.18043573621499,25,0
10488,46.20520315202261,6.183587921210902,26,0
10488,46.20378122455237,6.187355072577132,27,0
10488,46.20412814773417,6.190335775024105,28,0
10488,46.20543683766966,6.194172383842853,29,0
10488,46.20624186802359,6.196696506998576,30,0
10488,46.20468272106107,6.199502865446261,31,0
10488,46.20680096027044,6.201367933741085,32,0
10488,46.20378722765049,6.203747683920263,33,0
10488,46.20197409361054,6.210251287543775,34,0
10488,46.20390935967316,6.213839884832864,35,0
10488,46.20632405969178,6.218373879505593,36,0
10488,46.20785410744994,6.21818409014343,37,0
10488,46.20978202107731,6.216573971022996,38,0
10488,46.20825718972545,6.214351064397334,39,0
10485,46.20825718972545,6.214351064397334,1,0
10485,46.20980328941049,6.216832923318478,2,0
10485,46.20742327449599,6.218586259680232,3,0
10485,46.20627882068941,6.218135917196857,4,0
10485,46.20385470593343,6.213608975941281,5,0
10485,46.20191898560788,6.209979435856511,6,0
10485,46.2035170540812,6.20381628290267,7,0
10485,46.20685106820172,6.201095079544078,8,0
10485,46.20468289087533,6.199405781656605,9,0
10485,46.20616862124889,6.196140709611768,10,0
10485,46.20524999635776,6.193417920912367,11,0
10485,46.20448886857933,6.191186189324879,12,0
10485,46.20421646314831,6.18685007674511,13,0
10485,46.20533860342283,6.183390424121684,14,0
10485,46.20597191536464,6.180570661459977,15,0
10485,46.20394215702702,6.174756747332662,16,0
10485,46.20290994689174,6.169868842390868,17,0
10485,46.20303432482884,6.166076551712017,18,0
10485,46.20169539783228,6.161946449751637,19,0
10485,46.20077553034807,6.155226234868959,20,0
10485,46.19848706580459,6.155441329922533,21,0
10485,46.19722412447915,6.153831894772162,22,0
10485,46.19554125675631,6.150748340198293,23,0
10485,46.19477761815487,6.149541600029227,24,0
10485,46.19669822119439,6.146113774304264,25,0
10485,46.19767440909797,6.14357123340606,26,0
10485,46.20084282437978,6.140553060674452,27,0
10485,46.20397120616349,6.139935752724377,28,0
10485,46.20759030690903,6.141490236352567,29,0
10485,46.21044519427678,6.143656186085432,30,0
10485,46.21055030507159,6.148378042730359,31,0
10485,46.21189760546512,6.149666062376113,32,0
10485,46.21353875223281,6.150622713604756,33,0
10485,46.2167256354974,6.151174818039332,34,0
10485,46.22056109483285,6.150020855770298,35,0
10485,46.22335526826555,6.147436576302439,36,0
11587,46.2010707982695,6.14372520573561,1,0
11587,46.20504347161101,6.142983732869635,2,0
11587,46.20752291318681,6.142315622715867,3,0
11587,46.21027364145631,6.141283522491136,4,0
11587,46.21335543379748,6.14134874317243,5,0
11587,46.21675049168766,6.141343430230476,6,0
11587,46.22074128070112,6.140554218949045,7,0
11587,46.22198402400042,6.139161011883007,8,0
11587,46.22697512146171,6.137753411925414,9,0
11587,46.23010883192743,6.138715869363158,10,0
11587,46.23219559856772,6.138773952108999,11,0
11587,46.23447621431897,6.139685813944633,12,0
11587,46.23743452826205,6.141303709866703,13,0
11587,46.24193685420507,6.14361801298326,14,0
11587,46.24304623171998,6.140699427000272,15,0
11587,46.2447106041605,6.137859766654916,16,0
11587,46.24442445792462,6.134126255912797,17,0
11587,46.24385028934503,6.129717897194313,18,0
11587,46.24657759712633,6.128620209494283,19,0
11587,46.24993137128554,6.130240997543861,20,0
11587,46.25614540870981,6.134397270472853,21,0
11587,46.25665313109208,6.139249793821878,22,0
11856,46.25672210361763,6.139315001985629,1,0
11856,46.25619031775518,6.133939698692064,2,0
11856,46.25036930622622,6.130228769327282,3,0
11856,46.24644065621387,6.128478741902413,4,0
11856,46.2437554376119,6.130002396865736,5,0
11856,46.2445060411068,6.13479015049922,6,0
11856,46.24442271938727,6.137975759324835,7,0
11856,46.2426522013452,6.141598968512402,8,0
11856,46.24185121647183,6.143625902639974,9,0
11856,46.23722764671521,6.141050865113663,10,0
11856,46.23473472260289,6.139468157635262,11,0
11856,46.23237017577021,6.138787904620484,12,0
11856,46.23000104525923,6.138699236843259,13,0
11856,46.2270007684013,6.137542865716848,14,0
11856,46.22263048885804,6.139111638572855,15,0
11856,46.22101925795124,6.140143470984697,16,0
11856,46.2166342893854,6.141190357230664,17,0
11856,46.21264495076957,6.14112784000333,18,0
11856,46.21013180751552,6.14288354237727,19,0
11856,46.20726898029255,6.14193558071023,20,0
11856,46.20425009756881,6.142138283039127,21,0
11856,46.2024029898647,6.142924418007929,22,0
11856,46.2010707982695,6.14372520573561,23,0
12259,46.18834879684124,6.099917029133094,1,0
12259,46.18928013954091,6.101563117866637,2,0
12259,46.19120179070897,6.100917252033173,3,0
12259,46.19201891391449,6.103388051346887,4,0
12259,46.19366864953065,6.107827637581765,5,0
12259,46.1930282148986,6.10952031251336,6,0
12259,46.19026350770248,6.112247291625201,7,0
12259,46.18855488330244,6.113488497221256,8,0
12259,46.18974710716914,6.120512170044985,9,0
12259,46.18818223555587,6.124308174662628,10,0
12259,46.18701666570644,6.127873674835342,11,0
12259,46.17971787646608,6.129552803547208,12,0
12259,46.18351892591593,6.135861919758234,13,0
12259,46.18081716340369,6.138217938341819,14,0
12588,46.18081716340369,6.138217938341819,1,0
12588,46.18317116096183,6.135672172474325,2,0
12588,46.18015827461076,6.12897953767964,3,0
12588,46.18740686717951,6.128373404688976,4,0
12588,46.18838800633846,6.124178936334175,5,0
12588,46.19019177086618,6.119037732586025,6,0
12588,46.18877577218493,6.112309643415101,7,0
12588,46.19236427599066,6.11001977886001,8,0
12588,46.19354299107025,6.107225116269881,9,0
12588,46.19212725209879,6.103203921193638,10,0
12588,46.19111194509134,6.100122388192008,11,0
12588,46.18834879684124,6.099917029133094,12,0
13048,46.22318949612346,6.14862827548157,1,0
13048,46.22346910429029,6.144718787238152,2,0
13048,46.22277875192444,6.140231069884643,3,0
13048,46.22678632447195,6.13684394344894,4,0
13048,46.23054391648285,6.1348973591271,5,0
13048,46.23159370867701,6.132561555010545,6,0
13048,46.23076233984136,6.126844401934454,7,0
13048,46.22853183522778,6.123455077613312,8,0
13048,46.22577591296329,6.12386532973628,9,0
13048,46.22412121198487,6.127154775494028,10,0
13048,46.22290661109664,6.12860642815595,11,0
13048,46.22026381272165,6.129135471090944,12,0
13048,46.2183262745184,6.125766120997425,13,0
13048,46.21954709352752,6.122834137884134,14,0
13048,46.21802458644317,6.12085730215494,15,0
13048,46.21588778477626,6.11846655354573,16,0
13048,46.2130721215977,6.119360710515259,17,0
13048,46.21025414497193,6.117269026996197,18,0
13048,46.21128430330993,6.112857457304687,19,0
13048,46.20598935008582,6.109889748803782,20,0
13048,46.19455214525129,6.112134867640809,21,0
13048,46.19026350770248,6.112247291625201,22,0
13048,46.18855488330244,6.113488497221256,23,0
13048,46.18618707591169,6.116604188177254,24,0
13048,46.18166491704621,6.120770772611805,25,0
13048,46.17915751904462,6.121540150879633,26,0
13048,46.17633170948665,6.122274639241029,27,0
13048,46.17648737082916,6.117279972856825,28,0
13048,46.17416056360779,6.114500284954723,29,0
13048,46.17216716571449,6.11022092990282,30,0
13048,46.17108552888445,6.107692165702099,31,0
13048,46.16959555309984,6.108690825864647,32,0
13048,46.1679230612579,6.11008890121917,33,0
13048,46.16633649769616,6.107301325261225,34,0
13048,46.16657954464593,6.102879717783416,35,0
13394,46.16657954464593,6.102879717783416,1,0
13394,46.16637813885257,6.107547825215324,2,0
13394,46.16755030226239,6.109969992287978,3,0
13394,46.16972891465125,6.108708283732158,4,0
13394,46.17106897243398,6.107890548565165,5,0
13394,46.172190808447,6.110469206825595,6,0
13394,46.174516,6.115317,7,0
13394,46.176453,6.117328,8,0
13394,46.17637902359628,6.122328250744411,9,0
13394,46.17953737188307,6.121479449700926,10,0
13394,46.18209533691682,6.120652752956755,11,0
13394,46.18664475295729,6.116359035163364,12,0
13394,46.18827804325107,6.114630775534786,13,0
13394,46.19078296146947,6.112331970440939,14,0
13394,46.19506831105069,6.1124663493991,15,0
13394,46.20621254956986,6.110079681708961,16,0
